Date,Imports,Replicate
2020-03-11,1,1
2020-03-18,2,1
2020-03-19,2,1
2020-03-21,1,1
2020-03-24,3,1
2020-03-29,1,1
2020-03-30,1,1
2020-04-03,1,1
2020-04-08,1,1
2020-04-10,2,1
