date,replicate,shelter_trend,State,state_name
2021-07-11,1,0.237859507474454,11001,Bogota
2021-07-12,1,0.237859507474454,11001,Bogota
2021-07-13,1,0.237859507474454,11001,Bogota
2021-07-14,1,0.237859507474454,11001,Bogota
2021-07-15,1,0.237859507474454,11001,Bogota
2021-07-16,1,0.237859507474454,11001,Bogota
2021-07-17,1,0.237859507474454,11001,Bogota
2021-07-18,1,0.237859507474454,11001,Bogota
2021-07-19,1,0.237859507474454,11001,Bogota
2021-07-20,1,0.237859507474454,11001,Bogota
2021-07-21,1,0.237859507474454,11001,Bogota
2021-07-22,1,0.237859507474454,11001,Bogota
2021-07-23,1,0.237859507474454,11001,Bogota
2021-07-24,1,0.237859507474454,11001,Bogota
2021-07-25,1,0.237859507474454,11001,Bogota
2021-07-26,1,0.237859507474454,11001,Bogota
2021-07-27,1,0.237859507474454,11001,Bogota
2021-07-28,1,0.237859507474454,11001,Bogota
2021-07-29,1,0.237859507474454,11001,Bogota
2021-07-30,1,0.237859507474454,11001,Bogota
2021-07-31,1,0.237859507474454,11001,Bogota
2021-08-01,1,0.237859507474454,11001,Bogota
2021-08-02,1,0.237859507474454,11001,Bogota
2021-08-03,1,0.237859507474454,11001,Bogota
2021-08-04,1,0.237859507474454,11001,Bogota
2021-08-05,1,0.237859507474454,11001,Bogota
2021-08-06,1,0.237859507474454,11001,Bogota
2021-08-07,1,0.237859507474454,11001,Bogota
2021-08-08,1,0.237859507474454,11001,Bogota
2021-08-09,1,0.237859507474454,11001,Bogota
2021-08-10,1,0.237859507474454,11001,Bogota
