zipcode,Grade,start_date,end_date,InPerson,Total_students,Capacity
27580,SECONDARY,2021-05-10,2021-05-24,8.741755689735253,1947,0.004489859111317542
27600,SECONDARY,2021-02-15,2021-03-05,10.321597770552719,3876,0.002662950921195232
27600,SECONDARY,2021-03-05,2021-03-12,10.321597770552719,3876,0.002662950921195232
27600,SECONDARY,2021-03-12,2021-03-19,10.321597770552719,3876,0.002662950921195232
27600,SECONDARY,2021-03-19,2021-03-26,12.601950766372504,3876,0.003251277287505806
27600,SECONDARY,2021-03-26,2021-04-09,35.52549930329773,3876,0.009165505496206844
27600,SECONDARY,2021-04-09,2021-04-18,35.52549930329773,3876,0.009165505496206844
27600,SECONDARY,2021-04-18,2021-04-26,17.40269391546679,3876,0.004489859111317542
27600,SECONDARY,2021-05-10,2021-05-24,17.40269391546679,3876,0.004489859111317542
27615,SECONDARY,2021-02-15,2021-03-05,355.8915002322341,25372,0.014026939154667904
27615,SECONDARY,2021-03-05,2021-03-12,355.8915002322341,25372,0.014026939154667904
27615,SECONDARY,2021-03-12,2021-03-19,355.8915002322341,25372,0.014026939154667904
27615,SECONDARY,2021-03-19,2021-03-26,355.8915002322341,25372,0.014026939154667904
27615,SECONDARY,2021-03-26,2021-04-09,355.8915002322341,25372,0.014026939154667904
27615,SECONDARY,2021-04-09,2021-04-18,355.8915002322341,25372,0.014026939154667904
27615,SECONDARY,2021-04-18,2021-04-26,298.54033132063785,25372,0.011766527326211487
27615,SECONDARY,2021-05-10,2021-05-24,298.54033132063785,25372,0.011766527326211487
27660,SECONDARY,2021-02-15,2021-03-05,13.867440780306548,4617,0.0030035609227434586
27660,SECONDARY,2021-03-05,2021-03-12,13.867440780306548,4617,0.0030035609227434586
27660,SECONDARY,2021-03-12,2021-03-19,13.867440780306548,4617,0.0030035609227434586
27660,SECONDARY,2021-03-19,2021-03-26,7.291128657686948,4617,0.0015791918253599629
27660,SECONDARY,2021-03-26,2021-04-09,7.291128657686948,4617,0.0015791918253599629
27660,SECONDARY,2021-04-09,2021-04-18,7.291128657686948,4617,0.0015791918253599629
27660,SECONDARY,2021-04-18,2021-04-26,7.291128657686948,4617,0.0015791918253599629
27660,SECONDARY,2021-05-10,2021-05-24,7.291128657686948,4617,0.0015791918253599629
27745,SECONDARY,2021-02-15,2021-03-05,3.131506425143211,524,0.005976157299891625
27745,SECONDARY,2021-03-05,2021-03-12,3.131506425143211,524,0.005976157299891625
27745,SECONDARY,2021-03-12,2021-03-19,3.131506425143211,524,0.005976157299891625
27745,SECONDARY,2021-03-19,2021-03-26,3.131506425143211,524,0.005976157299891625
27745,SECONDARY,2021-03-26,2021-04-09,3.131506425143211,524,0.005976157299891625
27745,SECONDARY,2021-04-09,2021-04-18,3.131506425143211,524,0.005976157299891625
27745,SECONDARY,2021-04-18,2021-04-26,2.9530267843319398,524,0.005635547298343396
27745,SECONDARY,2021-05-10,2021-05-24,2.9530267843319398,524,0.005635547298343396
27787,SECONDARY,2021-02-15,2021-03-05,111.06530422666047,7918,0.014026939154667906
27787,SECONDARY,2021-03-05,2021-03-12,111.06530422666047,7918,0.014026939154667906
27787,SECONDARY,2021-03-12,2021-03-19,111.06530422666047,7918,0.014026939154667906
27787,SECONDARY,2021-03-19,2021-03-26,111.06530422666047,7918,0.014026939154667906
27787,SECONDARY,2021-03-26,2021-04-09,111.06530422666047,7918,0.014026939154667906
27787,SECONDARY,2021-04-09,2021-04-18,111.06530422666047,7918,0.014026939154667906
27787,SECONDARY,2021-04-18,2021-04-26,93.16736336894256,7918,0.011766527326211487
27787,SECONDARY,2021-05-10,2021-05-24,93.16736336894256,7918,0.011766527326211487
27787,UNIVERSITY,2021-02-15,2021-03-05,0.015502597810213297,1,0.015502597810213297
27787,UNIVERSITY,2021-03-05,2021-03-12,0.015502597810213297,1,0.015502597810213297
27787,UNIVERSITY,2021-03-12,2021-03-19,0.016564768868817716,1,0.016564768868817716
27787,UNIVERSITY,2021-03-19,2021-03-26,0.01723659397640052,1,0.01723659397640052
27787,UNIVERSITY,2021-03-26,2021-04-09,0.022023023628011215,1,0.022023023628011215
27787,UNIVERSITY,2021-04-09,2021-04-18,0.022215622138582733,1,0.022215622138582733
27787,UNIVERSITY,2021-04-18,2021-04-26,0.021870630867121293,1,0.021870630867121293
27787,UNIVERSITY,2021-05-10,2021-05-24,0.021870630867121293,1,0.021870630867121293
27800,SECONDARY,2021-02-15,2021-03-05,116.05685090571296,4264,0.02721783557826289
27800,SECONDARY,2021-03-05,2021-03-12,116.05685090571296,4264,0.02721783557826289
27800,SECONDARY,2021-03-12,2021-03-19,149.72522062238738,4264,0.035113794705062706
27800,SECONDARY,2021-03-19,2021-03-26,155.53466480879393,4264,0.03647623471125561
27800,SECONDARY,2021-03-26,2021-04-09,160.28784641585386,4264,0.03759095835268618
27800,SECONDARY,2021-04-09,2021-04-18,126.61947669917944,4264,0.02969499922588636
27800,SECONDARY,2021-04-18,2021-04-26,126.61947669917944,4264,0.02969499922588636
27800,SECONDARY,2021-05-10,2021-05-24,126.61947669917944,4264,0.02969499922588636
27810,SECONDARY,2021-02-15,2021-03-05,14.443938690199722,2549,0.005666511843938691
27810,SECONDARY,2021-03-05,2021-03-12,11.839294008360428,2549,0.004644681839294009
27810,SECONDARY,2021-03-12,2021-03-19,11.839294008360428,2549,0.004644681839294009
27810,SECONDARY,2021-03-19,2021-03-26,11.839294008360428,2549,0.004644681839294009
27810,SECONDARY,2021-03-26,2021-04-09,4.025359962842545,2549,0.0015791918253599629
27810,SECONDARY,2021-04-09,2021-04-18,4.025359962842545,2549,0.0015791918253599629
27810,SECONDARY,2021-04-18,2021-04-26,4.025359962842545,2549,0.0015791918253599629
27810,SECONDARY,2021-05-10,2021-05-24,4.025359962842545,2549,0.0015791918253599629
