MunCode,Localidad,Date,Cases,Deaths
11001,5,2020-08-23,82,4
11001,5,2020-08-24,102,2
11001,5,2020-08-25,97,2
11001,5,2020-08-26,120,7
11001,5,2020-08-27,85,2
11001,5,2020-08-28,102,1
11001,5,2020-08-29,55,2
11001,5,2020-08-30,79,2
11001,5,2020-08-31,68,1
11001,5,2020-09-01,130,2
11001,5,2020-09-02,56,2
11001,5,2020-09-03,59,4
11001,5,2020-09-04,69,4
11001,5,2020-09-05,77,4
11001,5,2020-09-06,61,2
11001,5,2020-09-07,45,1
11001,5,2020-09-08,57,2
11001,5,2020-09-09,43,4
11001,5,2020-09-10,63,2
11001,5,2020-09-11,26,3
11001,5,2020-09-12,12,1
11001,5,2020-09-13,9,4
11001,5,2020-09-14,11,2
11001,6,2020-03-12,1,0
11001,6,2020-03-14,1,0
11001,6,2020-03-16,4,0
11001,6,2020-03-18,2,0
11001,6,2020-03-19,2,0
11001,6,2020-03-20,2,0
11001,6,2020-03-22,1,0
11001,6,2020-03-23,1,0
11001,6,2020-03-24,2,0
11001,6,2020-03-25,1,0
11001,6,2020-03-27,1,0
11001,6,2020-03-28,1,0
11001,6,2020-03-29,2,0
11001,6,2020-03-30,1,0
11001,6,2020-03-31,2,0
11001,6,2020-04-01,3,0
11001,6,2020-04-02,2,0
11001,6,2020-04-03,2,1
11001,6,2020-04-04,5,0
11001,6,2020-04-05,1,0
11001,6,2020-04-06,3,0
11001,6,2020-04-07,2,0
11001,6,2020-04-08,2,0
11001,6,2020-04-10,4,0
11001,6,2020-04-13,1,0
11001,6,2020-04-14,1,1
11001,6,2020-04-15,4,0
11001,6,2020-04-16,5,0
11001,6,2020-04-17,3,0
11001,6,2020-04-19,3,0
11001,6,2020-04-20,2,0
11001,6,2020-04-22,1,0
11001,6,2020-04-24,5,0
11001,6,2020-04-25,1,0
11001,6,2020-04-26,1,1
11001,6,2020-04-27,5,0
11001,6,2020-04-28,1,0
11001,6,2020-04-29,3,0
11001,6,2020-04-30,4,0
11001,6,2020-05-01,3,0
11001,6,2020-05-02,5,0
11001,6,2020-05-03,3,0
11001,6,2020-05-04,1,0
11001,6,2020-05-05,3,0
11001,6,2020-05-06,2,0
11001,6,2020-05-07,4,0
11001,6,2020-05-08,1,0
11001,6,2020-05-09,9,1
11001,6,2020-05-10,4,0
11001,6,2020-05-11,8,0
11001,6,2020-05-12,1,0
11001,6,2020-05-13,6,0
11001,6,2020-05-14,2,0
11001,6,2020-05-15,4,0
11001,6,2020-05-16,6,1
11001,6,2020-05-17,9,0
11001,6,2020-05-18,9,0
11001,6,2020-05-19,11,0
11001,6,2020-05-20,9,0
11001,6,2020-05-21,12,0
11001,6,2020-05-22,5,1
11001,6,2020-05-23,5,0
11001,6,2020-05-24,9,0
11001,6,2020-05-25,5,0
11001,6,2020-05-26,11,0
11001,6,2020-05-27,5,0
11001,6,2020-05-28,7,0
11001,6,2020-05-29,5,1
11001,6,2020-05-30,9,0
11001,6,2020-05-31,9,0
11001,6,2020-06-01,11,1
11001,6,2020-06-02,11,1
11001,6,2020-06-03,18,0
11001,6,2020-06-04,7,0
11001,6,2020-06-05,14,0
11001,6,2020-06-06,17,0
11001,6,2020-06-07,12,0
11001,6,2020-06-08,16,1
11001,6,2020-06-09,26,1
11001,6,2020-06-10,15,1
11001,6,2020-06-11,12,0
11001,6,2020-06-12,21,0
11001,6,2020-06-13,17,0
11001,6,2020-06-14,18,1
11001,6,2020-06-15,28,1
11001,6,2020-06-16,35,1
11001,6,2020-06-17,19,2
11001,6,2020-06-18,36,1
11001,6,2020-06-19,47,0
11001,6,2020-06-20,47,1
11001,6,2020-06-21,27,1
11001,6,2020-06-22,48,1
11001,6,2020-06-23,35,0
11001,6,2020-06-24,93,1
11001,6,2020-06-25,64,2
11001,6,2020-06-26,48,1
11001,6,2020-06-27,50,1
11001,6,2020-06-28,63,1
11001,6,2020-06-29,35,0
11001,6,2020-06-30,63,1
11001,6,2020-07-01,110,0
11001,6,2020-07-02,96,1
11001,6,2020-07-03,71,1
11001,6,2020-07-04,61,1
11001,6,2020-07-05,92,3
11001,6,2020-07-06,100,3
11001,6,2020-07-07,69,0
11001,6,2020-07-08,103,4
11001,6,2020-07-09,113,3
11001,6,2020-07-10,119,2
11001,6,2020-07-11,89,3
11001,6,2020-07-12,82,3
11001,6,2020-07-13,90,3
11001,6,2020-07-14,104,4
11001,6,2020-07-15,112,2
11001,6,2020-07-16,135,3
11001,6,2020-07-17,141,2
11001,6,2020-07-18,128,2
11001,6,2020-07-19,131,3
11001,6,2020-07-20,84,10
11001,6,2020-07-21,111,1
11001,6,2020-07-22,81,3
11001,6,2020-07-23,96,3
11001,6,2020-07-24,96,7
11001,6,2020-07-25,101,4
11001,6,2020-07-26,86,7
11001,6,2020-07-27,100,3
11001,6,2020-07-28,79,5
11001,6,2020-07-29,96,7
11001,6,2020-07-30,63,2
11001,6,2020-07-31,89,2
11001,6,2020-08-01,95,2
11001,6,2020-08-02,73,3
11001,6,2020-08-03,62,3
11001,6,2020-08-04,63,4
11001,6,2020-08-05,68,5
11001,6,2020-08-06,89,4
11001,6,2020-08-07,53,2
11001,6,2020-08-08,77,4
11001,6,2020-08-09,50,5
11001,6,2020-08-10,62,3
11001,6,2020-08-11,82,3
11001,6,2020-08-12,91,3
11001,6,2020-08-13,51,4
11001,6,2020-08-14,52,4
11001,6,2020-08-15,71,2
11001,6,2020-08-16,46,2
11001,6,2020-08-17,33,0
11001,6,2020-08-18,65,5
11001,6,2020-08-19,72,2
11001,6,2020-08-20,79,5
11001,6,2020-08-21,57,1
11001,6,2020-08-22,41,0
11001,6,2020-08-23,33,1
11001,6,2020-08-24,52,1
11001,6,2020-08-25,53,5
11001,6,2020-08-26,67,2
11001,6,2020-08-27,46,3
11001,6,2020-08-28,37,2
11001,6,2020-08-29,28,1
11001,6,2020-08-30,29,1
11001,6,2020-08-31,44,3
11001,6,2020-09-01,47,2
11001,6,2020-09-02,54,0
11001,6,2020-09-03,34,3
11001,6,2020-09-04,70,2
11001,6,2020-09-05,24,0
11001,6,2020-09-06,32,1
11001,6,2020-09-07,20,4
11001,6,2020-09-08,39,1
11001,6,2020-09-09,19,0
11001,6,2020-09-10,44,4
11001,6,2020-09-11,14,1
11001,6,2020-09-12,8,1
11001,6,2020-09-13,1,0
11001,6,2020-09-14,9,3
11001,7,2020-03-06,1,0
11001,7,2020-03-08,1,0
11001,7,2020-03-10,1,0
11001,7,2020-03-11,1,0
11001,7,2020-03-13,2,0
11001,7,2020-03-14,1,0
11001,7,2020-03-16,1,0
11001,7,2020-03-17,4,0
11001,7,2020-03-18,1,0
11001,7,2020-03-19,2,0
11001,7,2020-03-20,6,0
11001,7,2020-03-22,6,0
11001,7,2020-03-23,3,0
11001,7,2020-03-24,3,0
11001,7,2020-03-25,4,0
11001,7,2020-03-26,8,0
11001,7,2020-03-27,8,0
11001,7,2020-03-28,3,0
11001,7,2020-03-29,5,0
11001,7,2020-03-30,3,1
11001,7,2020-03-31,2,0
11001,7,2020-04-01,7,0
11001,7,2020-04-02,7,0
11001,7,2020-04-03,9,0
11001,7,2020-04-04,6,1
11001,7,2020-04-05,5,0
11001,7,2020-04-06,5,0
11001,7,2020-04-07,4,0
11001,7,2020-04-08,7,0
11001,7,2020-04-09,12,0
11001,7,2020-04-10,6,0
11001,7,2020-04-11,8,0
11001,7,2020-04-12,7,0
11001,7,2020-04-13,8,0
11001,7,2020-04-14,4,0
11001,7,2020-04-15,6,0
11001,7,2020-04-16,2,0
11001,7,2020-04-17,4,1
11001,7,2020-04-18,9,0
11001,7,2020-04-19,13,0
11001,7,2020-04-20,17,0
11001,7,2020-04-21,11,0
11001,7,2020-04-22,10,0
11001,7,2020-04-23,12,0
11001,7,2020-04-24,9,1
11001,7,2020-04-25,19,0
11001,7,2020-04-26,28,1
11001,7,2020-04-27,9,0
11001,7,2020-04-28,12,0
11001,7,2020-04-29,10,0
11001,7,2020-04-30,7,0
11001,7,2020-05-01,28,1
11001,7,2020-05-02,12,1
11001,7,2020-05-03,18,0
11001,7,2020-05-04,16,0
11001,7,2020-05-05,23,0
11001,7,2020-05-06,28,0
11001,7,2020-05-07,25,0
11001,7,2020-05-08,20,0
11001,7,2020-05-09,11,0
11001,7,2020-05-10,27,1
11001,7,2020-05-11,32,1
11001,7,2020-05-12,29,0
11001,7,2020-05-13,34,0
11001,7,2020-05-14,34,1
11001,7,2020-05-15,36,0
11001,7,2020-05-16,26,0
11001,7,2020-05-17,33,0
11001,7,2020-05-18,39,0
11001,7,2020-05-19,38,1
11001,7,2020-05-20,64,1
11001,7,2020-05-21,30,0
11001,7,2020-05-22,37,0
11001,7,2020-05-23,46,1
11001,7,2020-05-24,43,1
11001,7,2020-05-25,46,0
11001,7,2020-05-26,41,2
11001,7,2020-05-27,38,1
11001,7,2020-05-28,50,1
11001,7,2020-05-29,50,0
11001,7,2020-05-30,41,0
11001,7,2020-05-31,55,2
11001,7,2020-06-01,105,1
11001,7,2020-06-02,70,0
11001,7,2020-06-03,61,1
11001,7,2020-06-04,73,1
11001,7,2020-06-05,74,1
11001,7,2020-06-06,82,1
11001,7,2020-06-07,62,0
11001,7,2020-06-08,68,0
11001,7,2020-06-09,67,2
11001,7,2020-06-10,110,0
11001,7,2020-06-11,86,1
11001,7,2020-06-12,123,1
11001,7,2020-06-13,97,0
11001,7,2020-06-14,72,3
11001,7,2020-06-15,82,1
11001,7,2020-06-16,118,1
11001,7,2020-06-17,124,2
11001,7,2020-06-18,145,2
11001,7,2020-06-19,124,1
11001,7,2020-06-20,189,3
11001,7,2020-06-21,127,1
11001,7,2020-06-22,126,1
11001,7,2020-06-23,142,2
11001,7,2020-06-24,181,4
11001,7,2020-06-25,155,1
11001,7,2020-06-26,231,0
11001,7,2020-06-27,252,2
11001,7,2020-06-28,280,5
11001,7,2020-06-29,168,1
11001,7,2020-06-30,186,3
11001,7,2020-07-01,235,3
11001,7,2020-07-02,180,5
11001,7,2020-07-03,274,6
11001,7,2020-07-04,260,1
11001,7,2020-07-05,208,2
11001,7,2020-07-06,224,3
11001,7,2020-07-07,205,0
11001,7,2020-07-08,182,0
11001,7,2020-07-09,161,1
11001,7,2020-07-10,260,4
11001,7,2020-07-11,204,9
11001,7,2020-07-12,258,2
11001,7,2020-07-13,267,5
11001,7,2020-07-14,224,4
11001,7,2020-07-15,279,4
11001,7,2020-07-16,249,4
11001,7,2020-07-17,218,9
11001,7,2020-07-18,235,6
11001,7,2020-07-19,179,5
11001,7,2020-07-20,248,5
11001,7,2020-07-21,281,10
11001,7,2020-07-22,236,2
11001,7,2020-07-23,283,8
11001,7,2020-07-24,328,11
11001,7,2020-07-25,226,5
11001,7,2020-07-26,181,10
11001,7,2020-07-27,356,6
11001,7,2020-07-28,320,6
11001,7,2020-07-29,288,8
11001,7,2020-07-30,279,9
11001,7,2020-07-31,262,6
11001,7,2020-08-01,378,8
11001,7,2020-08-02,236,5
11001,7,2020-08-03,341,9
11001,7,2020-08-04,275,8
11001,7,2020-08-05,244,8
11001,7,2020-08-06,255,6
11001,7,2020-08-07,232,10
11001,7,2020-08-08,237,7
11001,7,2020-08-09,200,6
11001,7,2020-08-10,285,9
11001,7,2020-08-11,244,9
11001,7,2020-08-12,285,5
11001,7,2020-08-13,212,7
11001,7,2020-08-14,273,5
11001,7,2020-08-15,214,7
11001,7,2020-08-16,181,3
11001,7,2020-08-17,243,6
11001,7,2020-08-18,236,5
11001,7,2020-08-19,215,7
11001,7,2020-08-20,224,8
11001,7,2020-08-21,191,6
11001,7,2020-08-22,186,8
11001,7,2020-08-23,238,4
11001,7,2020-08-24,220,3
11001,7,2020-08-25,245,10
11001,7,2020-08-26,218,4
11001,7,2020-08-27,214,7
11001,7,2020-08-28,147,1
11001,7,2020-08-29,153,5
11001,7,2020-08-30,143,4
11001,7,2020-08-31,176,3
11001,7,2020-09-01,164,3
11001,7,2020-09-02,116,1
11001,7,2020-09-03,121,5
11001,7,2020-09-04,166,7
11001,7,2020-09-05,140,3
11001,7,2020-09-06,102,8
11001,7,2020-09-07,85,2
11001,7,2020-09-08,89,5
11001,7,2020-09-09,96,3
11001,7,2020-09-10,113,1
11001,7,2020-09-11,58,1
11001,7,2020-09-12,30,4
11001,7,2020-09-13,14,1
11001,7,2020-09-14,23,4
11001,7,2020-09-15,1,3
11001,8,2020-03-01,1,0
11001,8,2020-03-04,1,0
11001,8,2020-03-06,2,0
11001,8,2020-03-07,1,0
11001,8,2020-03-10,1,0
11001,8,2020-03-11,2,0
11001,8,2020-03-14,5,0
11001,8,2020-03-15,5,0
11001,8,2020-03-16,7,0
11001,8,2020-03-17,8,0
11001,8,2020-03-18,2,0
11001,8,2020-03-19,8,0
11001,8,2020-03-20,11,0
11001,8,2020-03-21,7,0
11001,8,2020-03-22,5,0
11001,8,2020-03-23,8,0
11001,8,2020-03-24,5,0
11001,8,2020-03-25,11,1
11001,8,2020-03-26,12,0
11001,8,2020-03-27,9,0
11001,8,2020-03-28,17,0
11001,8,2020-03-29,11,0
11001,8,2020-03-30,8,1
11001,8,2020-03-31,5,1
11001,8,2020-04-01,22,1
11001,8,2020-04-02,6,2
11001,8,2020-04-03,9,0
11001,8,2020-04-04,12,2
11001,8,2020-04-05,12,2
11001,8,2020-04-06,19,0
11001,8,2020-04-07,11,1
11001,8,2020-04-08,4,1
11001,8,2020-04-09,13,1
11001,8,2020-04-10,22,0
11001,8,2020-04-11,12,0
11001,8,2020-04-12,11,0
11001,8,2020-04-13,19,0
11001,8,2020-04-14,12,1
11001,8,2020-04-15,27,1
11001,8,2020-04-16,71,2
11001,8,2020-04-17,18,0
11001,8,2020-04-18,40,1
11001,8,2020-04-19,15,0
11001,8,2020-04-20,31,0
11001,8,2020-04-21,19,2
11001,8,2020-04-22,11,0
11001,8,2020-04-23,33,0
11001,8,2020-04-24,19,2
11001,8,2020-04-25,33,0
11001,8,2020-04-26,29,0
11001,8,2020-04-27,25,2
11001,8,2020-04-28,48,0
11001,8,2020-04-29,35,0
11001,8,2020-04-30,23,1
11001,8,2020-05-01,91,0
11001,8,2020-05-02,56,1
11001,8,2020-05-03,51,1
11001,8,2020-05-04,49,2
11001,8,2020-05-05,78,0
11001,8,2020-05-06,53,4
11001,8,2020-05-07,55,1
11001,8,2020-05-08,75,1
11001,8,2020-05-09,81,1
11001,8,2020-05-10,93,3
11001,8,2020-05-11,90,1
11001,8,2020-05-12,99,0
11001,8,2020-05-13,90,1
11001,8,2020-05-14,102,1
11001,8,2020-05-15,86,3
11001,8,2020-05-16,82,1
11001,8,2020-05-17,103,2
11001,8,2020-05-18,103,2
11001,8,2020-05-19,104,0
11001,8,2020-05-20,133,2
11001,8,2020-05-21,90,3
11001,8,2020-05-22,83,2
11001,8,2020-05-23,96,2
11001,8,2020-05-24,91,0
11001,8,2020-05-25,119,1
11001,8,2020-05-26,116,1
11001,8,2020-05-27,83,4
11001,8,2020-05-28,92,1
11001,8,2020-05-29,114,3
11001,8,2020-05-30,120,3
11001,8,2020-05-31,113,2
11001,8,2020-06-01,192,4
11001,8,2020-06-02,158,0
11001,8,2020-06-03,122,2
11001,8,2020-06-04,104,1
11001,8,2020-06-05,142,3
11001,8,2020-06-06,143,2
11001,8,2020-06-07,117,2
11001,8,2020-06-08,185,4
11001,8,2020-06-09,156,2
11001,8,2020-06-10,269,1
11001,8,2020-06-11,237,2
11001,8,2020-06-12,218,2
11001,8,2020-06-13,128,4
11001,8,2020-06-14,96,2
11001,8,2020-06-15,130,2
11001,8,2020-06-16,115,1
11001,8,2020-06-17,138,4
11001,8,2020-06-18,160,1
11001,8,2020-06-19,131,3
11001,8,2020-06-20,187,3
11001,8,2020-06-21,149,4
11001,8,2020-06-22,137,5
11001,8,2020-06-23,204,3
11001,8,2020-06-24,161,7
11001,8,2020-06-25,226,3
11001,8,2020-06-26,328,3
11001,8,2020-06-27,229,5
11001,8,2020-06-28,190,3
11001,8,2020-06-29,200,6
11001,8,2020-06-30,276,3
11001,8,2020-07-01,358,2
11001,8,2020-07-02,275,5
11001,8,2020-07-03,299,2
11001,8,2020-07-04,329,2
11001,8,2020-07-05,274,2
11001,8,2020-07-06,377,7
11001,8,2020-07-07,311,7
11001,8,2020-07-08,317,4
11001,8,2020-07-09,359,13
11001,8,2020-07-10,431,8
11001,8,2020-07-11,301,10
11001,8,2020-07-12,378,5
11001,8,2020-07-13,334,10
11001,8,2020-07-14,393,6
11001,8,2020-07-15,412,8
11001,8,2020-07-16,358,6
11001,8,2020-07-17,450,8
11001,8,2020-07-18,404,17
11001,8,2020-07-19,286,6
11001,8,2020-07-20,390,8
11001,8,2020-07-21,408,17
11001,8,2020-07-22,465,11
11001,8,2020-07-23,411,7
11001,8,2020-07-24,444,9
11001,8,2020-07-25,389,8
11001,8,2020-07-26,273,17
11001,8,2020-07-27,479,14
11001,8,2020-07-28,449,9
11001,8,2020-07-29,408,18
11001,8,2020-07-30,421,15
11001,8,2020-07-31,434,13
11001,8,2020-08-01,489,12
11001,8,2020-08-02,323,9
11001,8,2020-08-03,418,14
11001,8,2020-08-04,408,19
11001,8,2020-08-05,370,12
11001,8,2020-08-06,369,10
11001,8,2020-08-07,277,16
11001,8,2020-08-08,362,15
11001,8,2020-08-09,256,6
11001,8,2020-08-10,507,12
11001,8,2020-08-11,392,11
11001,8,2020-08-12,427,11
11001,8,2020-08-13,415,5
11001,8,2020-08-14,376,14
11001,8,2020-08-15,296,4
11001,8,2020-08-16,252,14
11001,8,2020-08-17,283,5
11001,8,2020-08-18,347,17
11001,8,2020-08-19,294,10
11001,8,2020-08-20,315,8
11001,8,2020-08-21,330,6
11001,8,2020-08-22,340,15
11001,8,2020-08-23,259,7
11001,8,2020-08-24,287,12
11001,8,2020-08-25,314,13
11001,8,2020-08-26,296,10
11001,8,2020-08-27,243,12
11001,8,2020-08-28,286,7
11001,8,2020-08-29,207,7
11001,8,2020-08-30,194,9
11001,8,2020-08-31,228,4
11001,8,2020-09-01,240,5
11001,8,2020-09-02,151,4
11001,8,2020-09-03,150,4
11001,8,2020-09-04,325,11
11001,8,2020-09-05,146,4
11001,8,2020-09-06,127,5
11001,8,2020-09-07,146,10
11001,8,2020-09-08,73,4
11001,8,2020-09-09,109,2
11001,8,2020-09-10,116,4
11001,8,2020-09-11,60,8
11001,8,2020-09-12,37,4
11001,8,2020-09-13,9,3
11001,8,2020-09-14,30,5
11001,9,2020-03-06,1,0
11001,9,2020-03-07,1,0
11001,9,2020-03-08,1,0
11001,9,2020-03-13,2,0
11001,9,2020-03-14,1,0
11001,9,2020-03-15,11,0
11001,9,2020-03-16,7,0
11001,9,2020-03-17,5,0
11001,9,2020-03-18,5,0
11001,9,2020-03-19,3,0
11001,9,2020-03-20,7,0
11001,9,2020-03-21,12,0
11001,9,2020-03-22,2,0
11001,9,2020-03-23,5,0
11001,9,2020-03-24,3,0
11001,9,2020-03-25,6,0
11001,9,2020-03-26,2,0
11001,9,2020-03-27,4,0
11001,9,2020-03-28,5,0
11001,9,2020-03-29,7,0
11001,9,2020-03-30,3,0
11001,9,2020-03-31,5,0
11001,9,2020-04-01,3,0
11001,9,2020-04-02,3,0
11001,9,2020-04-03,5,0
11001,9,2020-04-04,3,0
11001,9,2020-04-05,3,0
11001,9,2020-04-06,3,0
11001,9,2020-04-07,1,1
11001,9,2020-04-08,3,0
11001,9,2020-04-09,3,0
11001,9,2020-04-10,1,0
11001,9,2020-04-11,4,2
11001,9,2020-04-12,3,0
11001,9,2020-04-13,3,0
11001,9,2020-04-14,1,0
11001,9,2020-04-15,8,0
11001,9,2020-04-16,2,0
11001,9,2020-04-17,5,1
11001,9,2020-04-18,6,0
11001,9,2020-04-19,5,0
11001,9,2020-04-20,10,0
11001,9,2020-04-21,7,0
11001,9,2020-04-22,4,0
11001,9,2020-04-23,4,0
11001,9,2020-04-24,8,0
11001,9,2020-04-25,6,0
11001,9,2020-04-26,2,0
11001,9,2020-04-27,4,0
11001,9,2020-04-28,3,1
11001,9,2020-04-29,11,0
11001,9,2020-04-30,6,0
11001,9,2020-05-01,7,0
11001,9,2020-05-02,9,0
11001,9,2020-05-03,7,0
11001,9,2020-05-04,14,0
11001,9,2020-05-05,8,0
11001,9,2020-05-06,10,0
11001,9,2020-05-07,7,0
11001,9,2020-05-08,6,0
11001,9,2020-05-09,12,0
11001,9,2020-05-10,21,0
11001,9,2020-05-11,13,1
11001,9,2020-05-12,12,0
11001,9,2020-05-13,12,0
11001,9,2020-05-14,11,0
11001,9,2020-05-15,15,1
11001,9,2020-05-16,9,0
11001,9,2020-05-17,18,0
11001,9,2020-05-18,15,0
11001,9,2020-05-19,12,1
11001,9,2020-05-20,16,0
11001,9,2020-05-21,12,0
11001,9,2020-05-22,19,1
11001,9,2020-05-23,19,1
11001,9,2020-05-24,19,0
11001,9,2020-05-25,20,0
11001,9,2020-05-26,14,0
11001,9,2020-05-27,30,0
11001,9,2020-05-28,21,0
11001,9,2020-05-29,33,0
11001,9,2020-05-30,12,0
11001,9,2020-05-31,15,0
11001,9,2020-06-01,21,0
11001,9,2020-06-02,22,0
11001,9,2020-06-03,19,0
11001,9,2020-06-04,17,1
11001,9,2020-06-05,25,1
11001,9,2020-06-06,24,1
11001,9,2020-06-07,24,0
11001,9,2020-06-08,36,0
11001,9,2020-06-09,19,0
11001,9,2020-06-10,47,0
11001,9,2020-06-11,39,1
11001,9,2020-06-12,20,0
11001,9,2020-06-13,26,0
11001,9,2020-06-14,33,0
11001,9,2020-06-15,37,1
11001,9,2020-06-16,50,2
11001,9,2020-06-17,46,0
11001,9,2020-06-18,46,0
11001,9,2020-06-19,44,2
11001,9,2020-06-20,59,0
11001,9,2020-06-21,54,0
11001,9,2020-06-22,64,1
11001,9,2020-06-23,54,1
11001,9,2020-06-24,70,0
11001,9,2020-06-25,84,0
11001,9,2020-06-26,79,2
11001,9,2020-06-27,62,1
11001,9,2020-06-28,68,0
11001,9,2020-06-29,49,1
11001,9,2020-06-30,77,1
11001,9,2020-07-01,95,2
11001,9,2020-07-02,77,0
11001,9,2020-07-03,106,0
11001,9,2020-07-04,83,1
11001,9,2020-07-05,64,1
11001,9,2020-07-06,101,1
11001,9,2020-07-07,134,2
11001,9,2020-07-08,96,1
11001,9,2020-07-09,97,1
11001,9,2020-07-10,152,5
11001,9,2020-07-11,124,1
11001,9,2020-07-12,101,5
11001,9,2020-07-13,129,1
11001,9,2020-07-14,155,2
11001,9,2020-07-15,142,3
11001,9,2020-07-16,124,3
11001,9,2020-07-17,126,2
11001,9,2020-07-18,131,1
11001,9,2020-07-19,117,3
11001,9,2020-07-20,117,4
11001,9,2020-07-21,133,5
11001,9,2020-07-22,149,6
11001,9,2020-07-23,132,5
11001,9,2020-07-24,159,4
11001,9,2020-07-25,153,4
11001,9,2020-07-26,111,3
11001,9,2020-07-27,177,4
11001,9,2020-07-28,160,6
11001,9,2020-07-29,154,6
11001,9,2020-07-30,179,4
11001,9,2020-07-31,149,5
11001,9,2020-08-01,175,1
11001,9,2020-08-02,126,4
11001,9,2020-08-03,162,5
11001,9,2020-08-04,173,8
11001,9,2020-08-05,156,6
11001,9,2020-08-06,134,4
11001,9,2020-08-07,95,4
11001,9,2020-08-08,113,8
11001,9,2020-08-09,111,4
11001,9,2020-08-10,149,2
11001,9,2020-08-11,113,2
11001,9,2020-08-12,170,5
11001,9,2020-08-13,125,4
11001,9,2020-08-14,146,1
11001,9,2020-08-15,106,2
11001,9,2020-08-16,87,5
11001,9,2020-08-17,70,6
11001,9,2020-08-18,84,3
11001,9,2020-08-19,73,4
11001,9,2020-08-20,102,1
11001,9,2020-08-21,113,8
11001,9,2020-08-22,83,2
11001,9,2020-08-23,85,3
11001,9,2020-08-24,90,0
11001,9,2020-08-25,90,3
11001,9,2020-08-26,86,2
11001,9,2020-08-27,86,4
11001,9,2020-08-28,64,3
11001,9,2020-08-29,71,8
11001,9,2020-08-30,57,4
11001,9,2020-08-31,94,4
11001,9,2020-09-01,63,2
11001,9,2020-09-02,87,1
11001,9,2020-09-03,70,3
11001,9,2020-09-04,62,4
11001,9,2020-09-05,60,0
11001,9,2020-09-06,33,0
11001,9,2020-09-07,52,1
11001,9,2020-09-08,45,1
11001,9,2020-09-09,42,0
11001,9,2020-09-10,45,2
11001,9,2020-09-11,37,4
11001,9,2020-09-12,24,1
11001,9,2020-09-13,4,2
11001,9,2020-09-14,4,1
11001,10,2020-03-01,1,0
11001,10,2020-03-02,1,0
11001,10,2020-03-04,1,0
11001,10,2020-03-07,1,0
11001,10,2020-03-10,1,0
11001,10,2020-03-11,2,0
11001,10,2020-03-12,2,0
11001,10,2020-03-13,5,0
11001,10,2020-03-14,1,0
11001,10,2020-03-15,6,0
11001,10,2020-03-16,7,0
11001,10,2020-03-17,6,0
11001,10,2020-03-18,6,0
11001,10,2020-03-19,9,0
11001,10,2020-03-20,16,0
11001,10,2020-03-21,14,0
11001,10,2020-03-22,7,0
11001,10,2020-03-23,6,0
11001,10,2020-03-24,10,0
11001,10,2020-03-25,16,0
11001,10,2020-03-26,9,0
11001,10,2020-03-27,12,0
11001,10,2020-03-28,9,0
11001,10,2020-03-29,7,0
11001,10,2020-03-30,9,0
11001,10,2020-03-31,3,0
11001,10,2020-04-01,8,0
11001,10,2020-04-02,4,0
11001,10,2020-04-03,6,0
11001,10,2020-04-04,5,1
11001,10,2020-04-05,12,2
11001,10,2020-04-06,3,1
11001,10,2020-04-07,6,1
11001,10,2020-04-08,15,0
11001,10,2020-04-09,7,0
11001,10,2020-04-10,13,0
11001,10,2020-04-11,3,1
11001,10,2020-04-12,13,1
11001,10,2020-04-13,1,1
11001,10,2020-04-14,12,2
11001,10,2020-04-15,7,0
11001,10,2020-04-16,8,0
11001,10,2020-04-17,5,0
11001,10,2020-04-18,11,0
11001,10,2020-04-19,5,0
11001,10,2020-04-20,21,1
11001,10,2020-04-21,4,1
11001,10,2020-04-22,5,0
11001,10,2020-04-23,2,1
11001,10,2020-04-24,5,1
11001,10,2020-04-25,1,0
11001,10,2020-04-26,4,0
11001,10,2020-04-27,2,1
11001,10,2020-04-28,8,1
11001,10,2020-04-29,8,0
11001,10,2020-04-30,5,0
11001,10,2020-05-01,18,0
11001,10,2020-05-02,19,0
11001,10,2020-05-03,4,0
11001,10,2020-05-04,8,0
11001,10,2020-05-05,10,0
11001,10,2020-05-06,9,0
11001,10,2020-05-07,14,1
11001,10,2020-05-08,13,0
11001,10,2020-05-09,12,2
11001,10,2020-05-10,15,0
11001,10,2020-05-11,14,0
11001,10,2020-05-12,14,0
11001,10,2020-05-13,16,0
11001,10,2020-05-14,16,0
11001,10,2020-05-15,15,0
11001,10,2020-05-16,11,0
11001,10,2020-05-17,21,0
11001,10,2020-05-18,24,0
11001,10,2020-05-19,19,0
11001,10,2020-05-20,33,1
11001,10,2020-05-21,14,0
11001,10,2020-05-22,20,1
11001,10,2020-05-23,30,1
11001,10,2020-05-24,25,0
11001,10,2020-05-25,37,0
11001,10,2020-05-26,29,0
11001,10,2020-05-27,33,0
11001,10,2020-05-28,28,0
11001,10,2020-05-29,29,1
11001,10,2020-05-30,31,1
11001,10,2020-05-31,26,0
11001,10,2020-06-01,43,1
11001,10,2020-06-02,55,1
11001,10,2020-06-03,35,0
11001,10,2020-06-04,37,2
11001,10,2020-06-05,45,2
11001,10,2020-06-06,39,0
11001,10,2020-06-07,44,0
11001,10,2020-06-08,46,0
11001,10,2020-06-09,49,0
11001,10,2020-06-10,60,2
11001,10,2020-06-11,47,0
11001,10,2020-06-12,68,0
11001,10,2020-06-13,48,1
11001,10,2020-06-14,40,1
11001,10,2020-06-15,68,1
11001,10,2020-06-16,72,0
11001,10,2020-06-17,101,2
11001,10,2020-06-18,104,0
