MunCode,Date,AgeGroup,Deaths
11001,2020-09-10,ACF70_80,14
11001,2020-09-10,ACF80_120,12
11001,2020-09-11,ACF40_50,2
11001,2020-09-11,ACF50_60,6
11001,2020-09-11,ACF60_70,9
11001,2020-09-11,ACF70_80,13
11001,2020-09-11,ACF80_120,13
11001,2020-09-12,ACF20_30,1
11001,2020-09-12,ACF40_50,1
11001,2020-09-12,ACF50_60,4
11001,2020-09-12,ACF60_70,11
11001,2020-09-12,ACF70_80,10
11001,2020-09-12,ACF80_120,12
11001,2020-09-13,ACF50_60,4
11001,2020-09-13,ACF60_70,8
11001,2020-09-13,ACF70_80,10
11001,2020-09-13,ACF80_120,11
11001,2020-09-14,ACF40_50,1
11001,2020-09-14,ACF50_60,5
11001,2020-09-14,ACF60_70,6
11001,2020-09-14,ACF70_80,9
11001,2020-09-14,ACF80_120,6
11001,2020-09-15,ACF50_60,5
11001,2020-09-15,ACF60_70,5
11001,2020-09-15,ACF70_80,9
11001,2020-09-15,ACF80_120,9
11001,2020-09-16,ACF40_50,1
11001,2020-09-16,ACF70_80,1
11001,2020-09-16,ACF80_120,2
