Date,state_name,State,FacemaskTrends
2021-03-27,Bogota,11001,0.5633143523608033
2021-03-28,Bogota,11001,0.5625476894850793
2021-03-29,Bogota,11001,0.5616840403048353
2021-03-30,Bogota,11001,0.5607224862927084
2021-03-31,Bogota,11001,0.5596622105851823
2021-04-01,Bogota,11001,0.5585024991405337
2021-04-02,Bogota,11001,0.5572427417633954
2021-04-03,Bogota,11001,0.5558824329948411
2021-04-04,Bogota,11001,0.5544211728664991
2021-04-05,Bogota,11001,0.5528586675181864
2021-04-06,Bogota,11001,0.5511947296778594
2021-04-07,Bogota,11001,0.5494292790035182
2021-04-08,Bogota,11001,0.5475623422867478
2021-04-09,Bogota,11001,0.5455940535174387
2021-04-10,Bogota,11001,0.543524653809821
2021-04-11,Bogota,11001,0.5413544911899733
2021-04-12,Bogota,11001,0.5390840202451175
2021-04-13,Bogota,11001,0.5367138016351704
2021-04-14,Bogota,11001,0.5342445014674612
2021-04-15,Bogota,11001,0.5316768905352168
2021-04-16,Bogota,11001,0.5290118434212876
2021-04-17,Bogota,11001,0.5262503374678839
2021-04-18,Bogota,11001,0.5233934516143754
2021-04-19,Bogota,11001,0.5204423651041389
2021-04-20,Bogota,11001,0.5173983560626736
2021-04-21,Bogota,11001,0.5142627999489271
2021-04-22,Bogota,11001,0.5110371678816157
2021-04-23,Bogota,11001,0.5077230248433829
2021-04-24,Bogota,11001,0.5043220277646273
2021-04-25,Bogota,11001,0.5008359234902648
2021-04-26,Bogota,11001,0.4972665466317292
2021-04-27,Bogota,11001,0.4936158173072989
2021-04-28,Bogota,11001,0.4898857387738113
2021-04-29,Bogota,11001,0.4860783949532047
2021-04-30,Bogota,11001,0.4821959478566879
2021-05-01,Bogota,11001,0.47824063491066904
2021-05-02,Bogota,11001,0.47421476618773795
2021-05-03,Bogota,11001,0.47012072154626
2021-05-04,Bogota,11001,0.4659609476830064
2021-05-05,Bogota,11001,0.46173795510211135
2021-05-06,Bogota,11001,0.45745431500522044
2021-05-07,Bogota,11001,0.45311265610609747
2021-05-08,Bogota,11001,0.44871566137484753
2021-05-09,Bogota,11001,0.44426606471560237
2021-05-10,Bogota,11001,0.43976664758233625
2021-05-11,Bogota,11001,0.4352202355371813
2021-05-12,Bogota,11001,0.43062969475619656
2021-05-13,Bogota,11001,0.4259979284867878
2021-05-14,Bogota,11001,0.4213278734620395
2021-05-15,Bogota,11001,0.4166224962762394
2021-05-16,Bogota,11001,0.41188478972702847
2021-05-17,Bogota,11001,0.4071177691282836
2021-05-18,Bogota,11001,0.4023244685995318
2021-05-19,Bogota,11001,0.39750793733605594
2021-05-20,Bogota,11001,0.39267123586536296
2021-05-21,Bogota,11001,0.38781743229421983
2021-05-22,Bogota,11001,0.38294959855200017
2021-05-23,Bogota,11001,0.37807080663481374
2021-05-24,Bogota,11001,0.373184124855578
2021-05-25,Bogota,11001,0.36829261410524533
2021-05-26,Bogota,11001,0.36339932412948406
2021-05-27,Bogota,11001,0.3585072898264176
2021-05-28,Bogota,11001,0.35361952757011533
2021-05-29,Bogota,11001,0.3487390315643369
2021-05-30,Bogota,11001,0.3438687702318644
