"Date","Imports","Replicate"
2020-02-28,5,471
2020-02-29,1,471
2020-03-01,5,471
2020-03-02,5,471
2020-03-03,4,471
2020-03-04,5,471
2020-03-05,6,471
2020-03-06,5,471
2020-03-07,15,471
2020-03-08,11,471
2020-03-09,12,471
2020-03-10,12,471
2020-03-11,18,471
2020-03-12,11,471
2020-03-13,50,471
2020-03-14,24,471
2020-03-15,30,471
2020-03-16,42,471
2020-03-17,42,471
2020-03-18,34,471
2020-03-19,53,471
2020-03-20,52,471
2020-03-21,37,471
2020-03-22,18,471
2020-01-22,2,472
2020-01-24,1,472
2020-01-25,2,472
2020-01-26,3,472
2020-01-27,3,472
2020-01-28,4,472
2020-01-29,1,472
2020-01-30,1,472
2020-01-31,6,472
2020-02-01,2,472
2020-02-02,14,472
2020-02-03,12,472
2020-02-04,7,472
2020-02-05,11,472
2020-02-06,14,472
2020-02-07,5,472
2020-02-08,9,472
2020-02-09,10,472
2020-02-10,7,472
2020-02-11,4,472
2020-02-12,2,472
2020-02-13,33,472
2020-02-14,14,472
2020-02-15,10,472
2020-02-16,4,472
2020-02-17,5,472
2020-02-18,6,472
2020-02-19,1,472
2020-02-22,6,472
2020-02-23,1,472
2020-02-24,1,472
2020-02-25,3,472
2020-02-26,3,472
2020-02-27,2,472
2020-02-28,3,472
2020-02-29,2,472
2020-03-01,7,472
2020-03-02,4,472
2020-03-03,7,472
2020-03-04,2,472
2020-03-05,6,472
2020-03-06,10,472
2020-03-07,12,472
2020-03-08,11,472
2020-03-09,11,472
2020-03-10,16,472
2020-03-11,19,472
2020-03-12,5,472
2020-03-13,44,472
2020-03-14,24,472
2020-03-15,38,472
2020-03-16,39,472
2020-03-17,26,472
2020-03-18,35,472
2020-03-19,50,472
2020-03-20,36,472
2020-03-21,27,472
2020-03-22,5,472
2020-01-22,2,473
2020-01-24,3,473
2020-01-25,1,473
2020-01-27,1,473
2020-01-28,18,473
2020-01-29,4,473
2020-01-30,9,473
2020-01-31,10,473
2020-02-01,7,473
2020-02-02,31,473
2020-02-03,16,473
2020-02-04,30,473
2020-02-05,29,473
2020-02-06,16,473
2020-02-07,18,473
2020-02-08,16,473
2020-02-09,14,473
2020-02-10,17,473
2020-02-11,17,473
2020-02-12,3,473
2020-02-13,79,473
2020-02-14,38,473
2020-02-15,13,473
2020-02-16,16,473
2020-02-17,8,473
2020-02-18,17,473
2020-02-19,4,473
2020-02-20,1,473
2020-02-21,6,473
2020-02-22,8,473
2020-02-23,3,473
2020-02-24,5,473
2020-02-25,7,473
2020-02-26,3,473
2020-02-27,4,473
2020-02-28,9,473
2020-02-29,7,473
2020-03-01,15,473
2020-03-02,10,473
2020-03-03,14,473
2020-03-04,11,473
2020-03-05,21,473
2020-03-06,31,473
2020-03-07,24,473
2020-03-08,30,473
2020-03-09,29,473
2020-03-10,29,473
2020-03-11,53,473
2020-03-12,12,473
2020-03-13,120,473
2020-03-14,55,473
2020-03-15,67,473
2020-03-16,108,473
2020-03-17,106,473
2020-03-18,85,473
2020-03-19,128,473
2020-03-20,78,473
2020-03-21,59,473
2020-03-22,31,473
2020-01-22,1,474
2020-01-24,2,474
2020-01-26,2,474
2020-01-27,2,474
2020-01-28,5,474
2020-01-29,2,474
2020-01-30,4,474
2020-01-31,2,474
2020-02-01,7,474
2020-02-02,7,474
2020-02-03,10,474
2020-02-04,12,474
2020-02-05,5,474
2020-02-06,4,474
2020-02-07,4,474
2020-02-08,7,474
2020-02-09,6,474
2020-02-10,6,474
2020-02-11,2,474
2020-02-12,1,474
2020-02-13,37,474
2020-02-14,13,474
2020-02-15,2,474
2020-02-16,4,474
2020-02-17,2,474
2020-02-18,4,474
2020-02-21,3,474
2020-02-22,3,474
2020-02-23,1,474
2020-02-24,3,474
2020-02-25,1,474
2020-02-26,1,474
2020-02-27,4,474
2020-02-28,3,474
2020-02-29,2,474
2020-03-01,4,474
2020-03-02,4,474
2020-03-03,12,474
2020-03-04,6,474
2020-03-05,9,474
2020-03-06,8,474
2020-03-07,13,474
2020-03-08,12,474
2020-03-09,7,474
2020-03-10,13,474
2020-03-11,15,474
2020-03-12,4,474
2020-03-13,38,474
2020-03-14,28,474
2020-03-15,16,474
2020-03-16,42,474
2020-03-17,31,474
2020-03-18,31,474
2020-03-19,32,474
2020-03-20,36,474
2020-03-21,23,474
2020-03-22,6,474
2020-01-22,2,475
2020-01-25,1,475
2020-01-26,2,475
2020-01-27,3,475
2020-01-28,8,475
2020-01-29,3,475
2020-01-30,6,475
2020-01-31,8,475
2020-02-01,5,475
2020-02-02,18,475
2020-02-03,16,475
2020-02-04,10,475
2020-02-05,10,475
2020-02-06,10,475
2020-02-07,9,475
2020-02-08,10,475
2020-02-09,16,475
2020-02-10,7,475
2020-02-11,3,475
2020-02-12,3,475
2020-02-13,47,475
2020-02-14,25,475
2020-02-15,7,475
2020-02-16,9,475
2020-02-17,6,475
2020-02-18,7,475
2020-02-19,3,475
2020-02-20,2,475
2020-02-22,11,475
2020-02-23,1,475
2020-02-24,3,475
2020-02-25,2,475
2020-02-26,5,475
2020-02-27,7,475
2020-02-28,3,475
2020-02-29,12,475
2020-03-01,6,475
2020-03-02,6,475
2020-03-03,6,475
2020-03-04,10,475
2020-03-05,8,475
2020-03-06,14,475
2020-03-07,12,475
2020-03-08,8,475
2020-03-09,9,475
2020-03-10,16,475
2020-03-11,26,475
2020-03-12,7,475
2020-03-13,64,475
2020-03-14,30,475
2020-03-15,39,475
2020-03-16,59,475
2020-03-17,52,475
2020-03-18,52,475
2020-03-19,69,475
2020-03-20,45,475
2020-03-21,31,475
2020-03-22,17,475
2020-01-22,4,476
2020-01-25,1,476
2020-01-26,4,476
2020-01-27,7,476
2020-01-28,21,476
2020-01-29,3,476
2020-01-30,14,476
2020-01-31,13,476
2020-02-01,12,476
2020-02-02,27,476
2020-02-03,18,476
2020-02-04,19,476
2020-02-05,17,476
2020-02-06,19,476
2020-02-07,14,476
2020-02-08,8,476
2020-02-09,19,476
2020-02-10,14,476
2020-02-11,6,476
2020-02-12,1,476
2020-02-13,71,476
2020-02-14,36,476
2020-02-15,18,476
2020-02-16,10,476
2020-02-17,8,476
2020-02-18,7,476
2020-02-19,3,476
2020-02-20,6,476
2020-02-21,3,476
2020-02-22,12,476
2020-02-23,2,476
2020-02-24,1,476
2020-02-25,5,476
2020-02-26,2,476
2020-02-27,6,476
2020-02-28,6,476
2020-02-29,12,476
2020-03-01,13,476
2020-03-02,8,476
2020-03-03,15,476
2020-03-04,9,476
2020-03-05,19,476
2020-03-06,17,476
2020-03-07,22,476
2020-03-08,15,476
2020-03-09,15,476
2020-03-10,35,476
2020-03-11,46,476
2020-03-12,12,476
2020-03-13,100,476
2020-03-14,46,476
2020-03-15,62,476
2020-03-16,76,476
2020-03-17,93,476
2020-03-18,77,476
2020-03-19,98,476
2020-03-20,80,476
2020-03-21,51,476
2020-03-22,30,476
2020-01-22,4,477
2020-01-25,2,477
2020-01-26,5,477
2020-01-27,4,477
2020-01-28,13,477
2020-01-29,4,477
2020-01-30,7,477
2020-01-31,14,477
2020-02-01,7,477
2020-02-02,18,477
2020-02-03,17,477
2020-02-04,19,477
2020-02-05,21,477
2020-02-06,16,477
2020-02-07,25,477
2020-02-08,13,477
2020-02-09,19,477
2020-02-10,13,477
2020-02-11,8,477
2020-02-13,57,477
2020-02-14,35,477
2020-02-15,13,477
2020-02-16,13,477
2020-02-17,6,477
2020-02-18,10,477
2020-02-20,1,477
2020-02-21,1,477
2020-02-22,8,477
2020-02-23,2,477
2020-02-24,2,477
2020-02-25,4,477
2020-02-26,5,477
2020-02-27,4,477
2020-02-28,6,477
2020-02-29,16,477
2020-03-01,8,477
2020-03-02,7,477
2020-03-03,10,477
2020-03-04,16,477
2020-03-05,14,477
2020-03-06,12,477
2020-03-07,21,477
2020-03-08,28,477
2020-03-09,23,477
2020-03-10,26,477
2020-03-11,38,477
2020-03-12,8,477
2020-03-13,89,477
2020-03-14,47,477
2020-03-15,55,477
2020-03-16,86,477
2020-03-17,75,477
2020-03-18,65,477
2020-03-19,101,477
2020-03-20,80,477
2020-03-21,55,477
2020-03-22,21,477
2020-01-22,3,478
2020-01-25,2,478
2020-01-26,3,478
2020-01-27,2,478
2020-01-28,12,478
2020-01-29,1,478
2020-01-30,8,478
2020-01-31,8,478
2020-02-01,2,478
2020-02-02,15,478
2020-02-03,10,478
2020-02-04,15,478
2020-02-05,13,478
2020-02-06,13,478
2020-02-07,12,478
2020-02-08,2,478
2020-02-09,8,478
2020-02-10,6,478
2020-02-11,5,478
2020-02-12,1,478
2020-02-13,51,478
2020-02-14,26,478
2020-02-15,7,478
2020-02-16,3,478
2020-02-17,9,478
2020-02-18,2,478
2020-02-19,1,478
2020-02-20,3,478
2020-02-21,2,478
2020-02-22,1,478
2020-02-23,2,478
2020-02-25,3,478
2020-02-26,3,478
2020-02-27,3,478
2020-02-28,5,478
2020-02-29,8,478
2020-03-01,4,478
2020-03-02,10,478
2020-03-03,6,478
2020-03-04,4,478
2020-03-05,7,478
2020-03-06,15,478
2020-03-07,15,478
2020-03-08,17,478
2020-03-09,20,478
2020-03-10,15,478
2020-03-11,26,478
2020-03-12,11,478
2020-03-13,54,478
2020-03-14,42,478
2020-03-15,42,478
2020-03-16,50,478
2020-03-17,49,478
2020-03-18,44,478
2020-03-19,72,478
2020-03-20,49,478
2020-03-21,40,478
2020-03-22,19,478
2020-01-22,2,479
2020-01-23,1,479
2020-01-24,2,479
2020-01-25,1,479
2020-01-27,1,479
2020-01-28,4,479
2020-01-30,8,479
2020-01-31,3,479
2020-02-01,10,479
2020-02-02,16,479
2020-02-03,4,479
2020-02-04,16,479
2020-02-05,19,479
2020-02-06,12,479
2020-02-07,7,479
2020-02-08,6,479
2020-02-09,11,479
2020-02-10,10,479
2020-02-11,3,479
2020-02-12,1,479
2020-02-13,52,479
2020-02-14,25,479
2020-02-15,8,479
2020-02-16,9,479
2020-02-17,7,479
2020-02-18,8,479
2020-02-19,2,479
2020-02-20,2,479
2020-02-21,1,479
2020-02-22,8,479
2020-02-23,3,479
2020-02-24,3,479
2020-02-25,3,479
2020-02-26,5,479
2020-02-27,1,479
2020-02-28,7,479
2020-02-29,10,479
2020-03-01,6,479
2020-03-02,6,479
2020-03-03,8,479
2020-03-04,10,479
2020-03-05,10,479
2020-03-06,5,479
2020-03-07,12,479
2020-03-08,10,479
2020-03-09,4,479
2020-03-10,20,479
2020-03-11,33,479
2020-03-12,8,479
2020-03-13,50,479
2020-03-14,20,479
2020-03-15,28,479
2020-03-16,53,479
2020-03-17,56,479
2020-03-18,55,479
2020-03-19,51,479
2020-03-20,50,479
2020-03-21,34,479
2020-03-22,15,479
2020-01-22,2,480
2020-01-25,4,480
2020-01-26,2,480
2020-01-27,1,480
2020-01-28,8,480
2020-01-29,4,480
2020-01-30,6,480
2020-01-31,8,480
2020-02-01,5,480
2020-02-02,19,480
2020-02-03,6,480
2020-02-04,12,480
2020-02-05,9,480
2020-02-06,7,480
2020-02-07,16,480
2020-02-08,5,480
2020-02-09,9,480
2020-02-10,6,480
2020-02-11,5,480
2020-02-12,1,480
2020-02-13,49,480
2020-02-14,19,480
2020-02-15,8,480
2020-02-16,7,480
2020-02-17,8,480
2020-02-18,8,480
2020-02-19,1,480
2020-02-20,1,480
2020-02-21,4,480
2020-02-22,8,480
2020-02-23,1,480
2020-02-25,2,480
2020-02-26,4,480
2020-02-27,3,480
2020-02-28,4,480
2020-02-29,5,480
2020-03-01,9,480
2020-03-02,9,480
2020-03-03,5,480
2020-03-04,8,480
2020-03-05,7,480
2020-03-06,6,480
2020-03-07,17,480
2020-03-08,8,480
2020-03-09,6,480
2020-03-10,15,480
2020-03-11,25,480
2020-03-12,10,480
2020-03-13,50,480
2020-03-14,25,480
2020-03-15,36,480
2020-03-16,55,480
2020-03-17,61,480
2020-03-18,42,480
2020-03-19,63,480
2020-03-20,48,480
2020-03-21,31,480
2020-03-22,14,480
2020-01-22,1,481
2020-01-24,1,481
2020-01-25,1,481
2020-01-26,1,481
2020-01-27,3,481
2020-01-28,10,481
2020-01-29,1,481
2020-01-30,9,481
2020-01-31,4,481
2020-02-01,14,481
2020-02-02,20,481
2020-02-03,8,481
2020-02-04,11,481
2020-02-05,11,481
2020-02-06,17,481
2020-02-07,16,481
2020-02-08,10,481
2020-02-09,11,481
2020-02-10,14,481
2020-02-11,6,481
2020-02-12,1,481
2020-02-13,45,481
2020-02-14,32,481
2020-02-15,8,481
2020-02-16,6,481
2020-02-17,4,481
2020-02-18,7,481
2020-02-19,1,481
2020-02-20,2,481
2020-02-21,2,481
2020-02-22,7,481
2020-02-23,2,481
2020-02-24,2,481
2020-02-25,5,481
2020-02-26,4,481
2020-02-27,6,481
2020-02-28,7,481
2020-02-29,9,481
2020-03-01,7,481
2020-03-02,4,481
2020-03-03,12,481
2020-03-04,7,481
2020-03-05,19,481
2020-03-06,11,481
2020-03-07,23,481
2020-03-08,14,481
2020-03-09,12,481
2020-03-10,16,481
2020-03-11,32,481
2020-03-12,8,481
2020-03-13,64,481
2020-03-14,31,481
2020-03-15,38,481
2020-03-16,65,481
2020-03-17,63,481
2020-03-18,57,481
2020-03-19,76,481
2020-03-20,58,481
2020-03-21,39,481
2020-03-22,22,481
2020-01-25,2,482
2020-01-26,3,482
2020-01-27,4,482
2020-01-28,11,482
2020-01-29,2,482
2020-01-30,9,482
2020-01-31,5,482
2020-02-01,11,482
2020-02-02,16,482
2020-02-03,3,482
2020-02-04,9,482
2020-02-05,15,482
2020-02-06,12,482
2020-02-07,7,482
2020-02-08,8,482
2020-02-09,7,482
2020-02-10,10,482
2020-02-11,8,482
2020-02-12,1,482
2020-02-13,53,482
2020-02-14,28,482
2020-02-15,4,482
2020-02-16,11,482
2020-02-17,5,482
2020-02-18,9,482
2020-02-20,4,482
2020-02-22,4,482
2020-02-23,1,482
2020-02-25,1,482
2020-02-26,3,482
2020-02-27,5,482
2020-02-28,8,482
2020-02-29,7,482
2020-03-01,6,482
2020-03-02,7,482
2020-03-03,11,482
2020-03-04,3,482
2020-03-05,13,482
2020-03-06,14,482
2020-03-07,15,482
2020-03-08,7,482
2020-03-09,12,482
2020-03-10,17,482
2020-03-11,26,482
2020-03-12,5,482
2020-03-13,60,482
2020-03-14,38,482
2020-03-15,40,482
2020-03-16,58,482
2020-03-17,53,482
2020-03-18,51,482
2020-03-19,59,482
2020-03-20,45,482
2020-03-21,37,482
2020-03-22,15,482
2020-01-22,1,483
2020-01-24,2,483
2020-01-27,1,483
2020-01-28,6,483
2020-01-29,1,483
2020-01-30,8,483
2020-01-31,5,483
2020-02-01,10,483
2020-02-02,12,483
2020-02-03,13,483
2020-02-04,14,483
2020-02-05,9,483
2020-02-06,8,483
2020-02-07,6,483
2020-02-08,7,483
2020-02-09,11,483
2020-02-10,11,483
2020-02-11,7,483
2020-02-12,4,483
2020-02-13,50,483
2020-02-14,19,483
2020-02-15,12,483
2020-02-16,4,483
2020-02-17,3,483
2020-02-18,6,483
2020-02-19,2,483
2020-02-20,3,483
2020-02-21,3,483
2020-02-22,2,483
2020-02-24,4,483
2020-02-25,3,483
2020-02-26,1,483
2020-02-27,6,483
2020-02-28,1,483
2020-02-29,5,483
2020-03-01,10,483
2020-03-02,3,483
2020-03-03,13,483
2020-03-04,4,483
2020-03-05,14,483
2020-03-06,14,483
2020-03-07,16,483
2020-03-08,14,483
2020-03-09,13,483
2020-03-10,10,483
2020-03-11,22,483
2020-03-12,4,483
2020-03-13,49,483
2020-03-14,39,483
2020-03-15,38,483
2020-03-16,53,483
2020-03-17,62,483
2020-03-18,53,483
2020-03-19,60,483
2020-03-20,47,483
2020-03-21,37,483
2020-03-22,16,483
2020-01-22,6,484
2020-01-23,2,484
2020-01-25,2,484
2020-01-26,5,484
2020-01-27,4,484
2020-01-28,15,484
2020-01-29,5,484
2020-01-30,10,484
2020-01-31,11,484
2020-02-01,12,484
2020-02-02,33,484
2020-02-03,11,484
2020-02-04,27,484
2020-02-05,21,484
2020-02-06,18,484
2020-02-07,19,484
2020-02-08,20,484
2020-02-09,12,484
2020-02-10,23,484
2020-02-11,8,484
2020-02-12,4,484
2020-02-13,86,484
2020-02-14,37,484
2020-02-15,3,484
2020-02-16,10,484
2020-02-17,5,484
2020-02-18,10,484
2020-02-19,4,484
2020-02-20,2,484
2020-02-21,4,484
2020-02-22,8,484
2020-02-23,5,484
2020-02-24,2,484
2020-02-25,4,484
2020-02-26,1,484
2020-02-27,8,484
2020-02-28,6,484
2020-02-29,9,484
2020-03-01,19,484
2020-03-02,12,484
2020-03-03,6,484
2020-03-04,13,484
2020-03-05,16,484
2020-03-06,18,484
2020-03-07,22,484
2020-03-08,28,484
2020-03-09,33,484
2020-03-10,23,484
2020-03-11,47,484
2020-03-12,11,484
2020-03-13,109,484
2020-03-14,63,484
2020-03-15,64,484
2020-03-16,98,484
2020-03-17,97,484
2020-03-18,115,484
2020-03-19,84,484
2020-03-20,78,484
2020-03-21,58,484
2020-03-22,31,484
2020-01-23,1,485
2020-01-25,1,485
2020-01-26,3,485
2020-01-27,4,485
2020-01-28,12,485
2020-01-29,1,485
2020-01-30,9,485
2020-01-31,8,485
2020-02-01,9,485
2020-02-02,15,485
2020-02-03,16,485
2020-02-04,12,485
2020-02-05,11,485
2020-02-06,12,485
2020-02-07,17,485
2020-02-08,8,485
2020-02-09,14,485
2020-02-10,10,485
2020-02-11,6,485
2020-02-12,1,485
2020-02-13,63,485
2020-02-14,30,485
2020-02-15,7,485
2020-02-16,8,485
2020-02-17,17,485
2020-02-18,5,485
2020-02-19,2,485
2020-02-21,4,485
2020-02-22,4,485
2020-02-23,2,485
2020-02-24,1,485
2020-02-25,5,485
2020-02-26,2,485
2020-02-27,5,485
2020-02-28,4,485
2020-02-29,4,485
2020-03-01,14,485
2020-03-02,12,485
2020-03-03,9,485
2020-03-04,8,485
2020-03-05,14,485
2020-03-06,11,485
2020-03-07,16,485
2020-03-08,14,485
2020-03-09,17,485
2020-03-10,27,485
2020-03-11,25,485
2020-03-12,11,485
2020-03-13,55,485
2020-03-14,40,485
2020-03-15,43,485
2020-03-16,71,485
2020-03-17,54,485
2020-03-18,60,485
2020-03-19,65,485
2020-03-20,55,485
2020-03-21,38,485
2020-03-22,21,485
2020-01-22,1,486
2020-01-24,3,486
2020-01-26,4,486
2020-01-27,1,486
2020-01-28,13,486
2020-01-29,4,486
2020-01-30,9,486
2020-01-31,8,486
2020-02-01,8,486
2020-02-02,23,486
2020-02-03,13,486
2020-02-04,22,486
2020-02-05,12,486
2020-02-06,13,486
2020-02-07,12,486
2020-02-08,9,486
2020-02-09,17,486
2020-02-10,10,486
2020-02-11,11,486
2020-02-12,1,486
2020-02-13,72,486
2020-02-14,35,486
2020-02-15,9,486
2020-02-16,7,486
2020-02-17,10,486
2020-02-18,6,486
2020-02-20,5,486
2020-02-21,7,486
2020-02-22,4,486
2020-02-23,2,486
2020-02-25,5,486
2020-02-26,4,486
2020-02-27,5,486
2020-02-28,4,486
2020-02-29,13,486
2020-03-01,15,486
2020-03-02,8,486
2020-03-03,10,486
2020-03-04,12,486
2020-03-05,9,486
2020-03-06,14,486
2020-03-07,21,486
2020-03-08,25,486
2020-03-09,6,486
2020-03-10,18,486
2020-03-11,34,486
2020-03-12,4,486
2020-03-13,55,486
2020-03-14,50,486
2020-03-15,53,486
2020-03-16,76,486
2020-03-17,72,486
2020-03-18,69,486
2020-03-19,86,486
2020-03-20,64,486
2020-03-21,55,486
2020-03-22,23,486
2020-01-22,2,487
2020-01-25,3,487
2020-01-26,1,487
2020-01-27,3,487
2020-01-28,5,487
2020-01-29,2,487
2020-01-30,4,487
2020-01-31,3,487
2020-02-01,18,487
2020-02-02,13,487
2020-02-03,14,487
2020-02-04,15,487
2020-02-05,16,487
2020-02-06,9,487
2020-02-07,13,487
2020-02-08,13,487
2020-02-09,10,487
2020-02-10,15,487
2020-02-11,8,487
2020-02-12,1,487
2020-02-13,58,487
2020-02-14,22,487
2020-02-15,6,487
2020-02-16,8,487
2020-02-17,8,487
2020-02-18,10,487
2020-02-19,3,487
2020-02-20,1,487
2020-02-21,4,487
2020-02-22,5,487
2020-02-23,1,487
2020-02-25,5,487
2020-02-26,5,487
2020-02-27,4,487
2020-02-28,4,487
2020-02-29,6,487
2020-03-01,6,487
2020-03-02,12,487
2020-03-03,7,487
2020-03-04,9,487
2020-03-05,15,487
2020-03-06,20,487
2020-03-07,12,487
2020-03-08,18,487
2020-03-09,8,487
2020-03-10,18,487
2020-03-11,17,487
2020-03-12,11,487
2020-03-13,52,487
2020-03-14,42,487
2020-03-15,37,487
2020-03-16,57,487
2020-03-17,61,487
2020-03-18,51,487
2020-03-19,54,487
2020-03-20,54,487
2020-03-21,37,487
2020-03-22,16,487
2020-01-22,1,488
2020-01-25,1,488
2020-01-27,2,488
2020-01-28,4,488
2020-01-30,1,488
2020-01-31,2,488
2020-02-01,6,488
2020-02-02,11,488
2020-02-03,4,488
2020-02-04,7,488
2020-02-05,8,488
2020-02-06,7,488
2020-02-07,5,488
2020-02-08,3,488
2020-02-09,2,488
2020-02-10,8,488
2020-02-11,3,488
2020-02-12,3,488
2020-02-13,27,488
2020-02-14,9,488
2020-02-15,6,488
2020-02-16,2,488
2020-02-17,3,488
2020-02-18,2,488
2020-02-20,2,488
2020-02-21,1,488
2020-02-22,4,488
2020-02-24,2,488
2020-02-25,1,488
2020-02-26,5,488
2020-02-27,1,488
2020-02-28,5,488
2020-02-29,4,488
2020-03-01,2,488
2020-03-02,3,488
2020-03-03,9,488
2020-03-04,5,488
2020-03-05,5,488
2020-03-06,6,488
2020-03-07,9,488
2020-03-08,7,488
2020-03-09,13,488
2020-03-10,12,488
2020-03-11,10,488
2020-03-12,6,488
2020-03-13,23,488
2020-03-14,15,488
2020-03-15,17,488
2020-03-16,21,488
2020-03-17,30,488
2020-03-18,34,488
2020-03-19,39,488
2020-03-20,24,488
2020-03-21,18,488
2020-03-22,12,488
2020-01-25,1,489
2020-01-27,2,489
2020-01-28,4,489
2020-01-29,1,489
2020-01-30,2,489
2020-01-31,3,489
2020-02-01,3,489
2020-02-02,12,489
2020-02-03,5,489
2020-02-04,3,489
2020-02-05,8,489
2020-02-06,5,489
2020-02-07,7,489
2020-02-08,6,489
2020-02-09,3,489
2020-02-10,1,489
2020-02-11,3,489
2020-02-12,1,489
2020-02-13,30,489
2020-02-14,18,489
2020-02-15,5,489
2020-02-16,4,489
2020-02-17,1,489
2020-02-18,6,489
2020-02-20,1,489
2020-02-22,3,489
2020-02-24,2,489
2020-02-25,1,489
2020-02-27,2,489
2020-02-28,3,489
2020-02-29,2,489
2020-03-01,11,489
2020-03-02,5,489
2020-03-03,4,489
2020-03-04,3,489
2020-03-05,9,489
2020-03-06,8,489
2020-03-07,8,489
2020-03-08,5,489
2020-03-09,2,489
2020-03-10,10,489
2020-03-11,13,489
2020-03-12,2,489
2020-03-13,28,489
2020-03-14,23,489
2020-03-15,31,489
2020-03-16,39,489
2020-03-17,25,489
2020-03-18,26,489
2020-03-19,47,489
2020-03-20,37,489
2020-03-21,17,489
2020-03-22,21,489
2020-01-22,3,490
2020-01-24,1,490
2020-01-25,2,490
2020-01-28,6,490
2020-01-30,3,490
2020-01-31,2,490
2020-02-01,6,490
2020-02-02,12,490
2020-02-03,4,490
2020-02-04,15,490
2020-02-05,9,490
2020-02-06,12,490
2020-02-07,7,490
2020-02-08,9,490
2020-02-09,18,490
2020-02-10,6,490
2020-02-11,7,490
2020-02-13,35,490
2020-02-14,13,490
2020-02-15,2,490
2020-02-16,5,490
2020-02-17,3,490
2020-02-18,3,490
2020-02-21,1,490
2020-02-22,5,490
2020-02-23,1,490
2020-02-24,2,490
2020-02-25,2,490
2020-02-26,2,490
2020-02-28,2,490
2020-02-29,4,490
2020-03-01,3,490
2020-03-02,6,490
2020-03-03,5,490
2020-03-04,5,490
2020-03-05,6,490
2020-03-06,11,490
2020-03-07,7,490
2020-03-08,9,490
2020-03-09,7,490
2020-03-10,14,490
2020-03-11,21,490
2020-03-12,3,490
2020-03-13,40,490
2020-03-14,30,490
2020-03-15,21,490
2020-03-16,37,490
2020-03-17,42,490
2020-03-18,41,490
2020-03-19,38,490
2020-03-20,36,490
2020-03-21,25,490
2020-03-22,9,490
2020-01-22,1,491
2020-01-25,1,491
2020-01-26,4,491
2020-01-27,1,491
2020-01-28,3,491
2020-01-29,3,491
2020-01-30,2,491
2020-01-31,3,491
2020-02-01,6,491
2020-02-02,4,491
2020-02-03,5,491
2020-02-04,7,491
2020-02-05,3,491
2020-02-06,8,491
2020-02-07,4,491
2020-02-08,3,491
2020-02-09,11,491
2020-02-10,11,491
2020-02-11,5,491
2020-02-13,31,491
2020-02-14,14,491
2020-02-15,4,491
2020-02-16,1,491
2020-02-17,2,491
2020-02-18,5,491
2020-02-19,1,491
2020-02-20,1,491
2020-02-21,1,491
2020-02-22,1,491
2020-02-24,2,491
2020-02-25,1,491
2020-02-26,3,491
2020-02-27,4,491
2020-02-28,3,491
2020-03-01,3,491
2020-03-02,4,491
2020-03-03,9,491
2020-03-04,7,491
2020-03-05,8,491
2020-03-06,7,491
2020-03-07,7,491
2020-03-08,8,491
2020-03-09,8,491
2020-03-10,8,491
2020-03-11,15,491
2020-03-12,4,491
2020-03-13,41,491
2020-03-14,18,491
2020-03-15,23,491
2020-03-16,37,491
2020-03-17,36,491
2020-03-18,34,491
2020-03-19,33,491
2020-03-20,24,491
2020-03-21,18,491
2020-03-22,13,491
2020-01-22,2,492
2020-01-25,2,492
2020-01-26,3,492
2020-01-27,2,492
2020-01-28,9,492
2020-01-29,2,492
2020-01-30,4,492
2020-01-31,3,492
2020-02-01,8,492
2020-02-02,11,492
2020-02-03,10,492
2020-02-04,13,492
2020-02-05,13,492
2020-02-06,11,492
2020-02-07,12,492
2020-02-08,4,492
2020-02-09,11,492
2020-02-10,8,492
2020-02-11,8,492
2020-02-12,2,492
2020-02-13,53,492
2020-02-14,28,492
2020-02-15,3,492
2020-02-16,6,492
2020-02-17,6,492
2020-02-18,9,492
2020-02-19,1,492
2020-02-20,1,492
2020-02-21,1,492
2020-02-22,7,492
2020-02-23,1,492
2020-02-24,1,492
2020-02-25,3,492
2020-02-26,5,492
2020-02-27,3,492
2020-02-28,6,492
2020-02-29,6,492
2020-03-01,8,492
2020-03-02,4,492
2020-03-03,7,492
2020-03-04,8,492
2020-03-05,7,492
2020-03-06,9,492
2020-03-07,15,492
2020-03-08,15,492
2020-03-09,14,492
2020-03-10,18,492
2020-03-11,27,492
2020-03-12,8,492
2020-03-13,69,492
2020-03-14,34,492
2020-03-15,36,492
2020-03-16,55,492
2020-03-17,59,492
2020-03-18,41,492
2020-03-19,59,492
2020-03-20,52,492
2020-03-21,44,492
2020-03-22,20,492
2020-01-22,1,493
2020-01-24,1,493
2020-01-25,1,493
2020-01-27,1,493
2020-01-28,5,493
2020-01-29,3,493
2020-01-30,10,493
2020-01-31,7,493
2020-02-01,5,493
2020-02-02,12,493
2020-02-03,5,493
2020-02-04,11,493
2020-02-05,6,493
2020-02-06,7,493
2020-02-07,11,493
2020-02-08,10,493
2020-02-09,7,493
2020-02-10,13,493
2020-02-11,7,493
2020-02-12,3,493
2020-02-13,38,493
2020-02-14,19,493
2020-02-15,5,493
2020-02-16,10,493
2020-02-17,5,493
2020-02-18,6,493
2020-02-19,1,493
2020-02-20,3,493
2020-02-21,2,493
2020-02-22,7,493
2020-02-24,2,493
2020-02-25,2,493
2020-02-26,1,493
2020-02-27,6,493
2020-02-29,3,493
2020-03-01,4,493
2020-03-02,7,493
2020-03-03,8,493
2020-03-04,5,493
2020-03-05,8,493
2020-03-06,20,493
2020-03-07,8,493
2020-03-08,11,493
